Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Mercedes-Benz,CLA 200 CDI Sport (CBU),2859314,2010,23000,Diesel,Automatic,Mumbai,Brown,Third,Corporate,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4630.0,1777.0,1432.0,5.0,
Honda,CR-V 2.0L 2WD AT,1206915,2003,50000,Petrol,Automatic,Mumbai,Grey,Second,Dealer,1997 cc,154 bhp @ 6500 rpm,190 Nm @ 4300 rpm,FWD,4545.0,1820.0,1685.0,5.0,58.0
Renault,Kwid RXT [2015-2019],234745,2020,57159,Petrol,Automatic,Varanasi,Black,Second,Corporate,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Volvo,V40 D3 R-Design,2174902,2020,42000,Diesel,Automatic,Raipur,Silver,First,Dealer,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
Volkswagen,Tiguan Highline TDI,1973655,2022,73000,Diesel,Manual,Coimbatore,Brown,Third,Individual,1968 cc,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD,4486.0,1839.0,1672.0,5.0,71.0
Honda,City ZX CVT Petrol,1659995,2011,2000,Petrol,Manual,Delhi,Blue,Third,Corporate,1498 cc,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,FWD,4549.0,1748.0,1489.0,5.0,40.0
Hyundai,Creta SX 1.6 CRDi,1412969,2015,39000,Diesel,Automatic,Mumbai,White,First,Corporate,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,Jazz V Petrol,608948,2009,45000,Petrol,Manual,Delhi,Blue,Second,Corporate,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],4131231,2017,48000,Diesel,Manual,Chennai,Brown,Third,Dealer,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,1123982,2010,5000,Diesel,Manual,Lucknow,Blue,First,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,E-Class E 200 Avantgarde,1303180,2006,71000,Petrol,Automatic,Dehradun,Blue,Third,Corporate,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Maruti Suzuki,DZire ZXi Plus AMT,710977,2016,42000,Petrol,Manual,Mumbai,Silver,Third,Corporate,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],6360031,2009,18000,Diesel,Manual,Delhi,Black,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Mahindra,Bolero Power Plus ZLX [2016-2019],614849,2022,72000,Diesel,Automatic,Guwahati,Blue,Third,Corporate,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995.0,1745.0,1880.0,7.0,
Audi,Q7 3.0 TDI quattro Premium Plus,2487219,2023,48600,Diesel,Manual,Nashik,Red,Third,Corporate,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,6.0,100.0
Audi,A6 35 TDI Premium,1388833,2013,33000,Diesel,Automatic,Faridabad,Yellow,Second,Dealer,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0
Mahindra,Scorpio S4 1.99 [2016-2017],886526,2020,55000,Diesel,Manual,Patna,White,Third,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,i10 Magna 1.2 Kappa2,235130,2012,53000,Petrol,Automatic,Kanpur,Yellow,Second,Corporate,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Honda,Jazz VX Petrol,604865,2007,24100,Petrol,Manual,Mumbai,Silver,Third,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
BMW,X7 xDrive40i M Sport,12109559,2010,9500,Petrol,Automatic,Chandigarh,Yellow,Second,Dealer,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151.0,2000.0,1805.0,6.0,83.0
BMW,5-Series 520d Sedan,773703,2011,112000,Diesel,Automatic,Pune,Blue,Second,Individual,1995 cc,177@4000,350@1750,RWD,4841.0,1846.0,1468.0,5.0,70.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2586430,2004,49000,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795.0,1855.0,1835.0,7.0,80.0
Mahindra,XUV500 W9 [2018-2020],1077448,2008,58590,Diesel,Manual,Kolkata,Brown,Second,Corporate,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,830951,2000,62000,Petrol,Manual,Faridabad,Red,Second,Corporate,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0
Tata,Punch Creative iRA Pack MT,941942,2007,7500,Petrol,Automatic,Mumbai,Red,Second,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3827.0,1742.0,1615.0,5.0,37.0
Maruti Suzuki,Baleno Delta 1.2,580461,2008,32000,Petrol,Manual,Mohali,Grey,Third,Dealer,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mahindra,XUV700 AX 7 Petrol AT Luxury Pack 7 STR,2834620,2021,75,Petrol,Manual,Delhi,Yellow,Third,Individual,1997 cc,197 bhp @ 5000 rpm,380 Nm @ 1750 rpm,FWD,4695.0,1890.0,1755.0,7.0,60.0
Audi,Q3 2.0 TDI quattro Premium,1435243,2021,47706,Diesel,Manual,Ranchi,Blue,Second,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Honda,Amaze 1.2 VX AT i-VTEC,473398,2016,29442,Petrol,Manual,Mumbai,Brown,Third,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,Vitara Brezza VDi AGS,850317,2004,46000,Diesel,Automatic,Mumbai,Grey,Third,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Vitara Brezza VDi,753868,2008,48174,Diesel,Automatic,Thane,Red,Second,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],1549531,2014,90000,Diesel,Manual,Guwahati,Brown,First,Corporate,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0
BMW,5-Series 530d M Sport [2013-2017],4477124,2000,38000,Diesel,Manual,Ahmedabad,Red,Second,Dealer,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Hyundai,Verna 1.6 CRDI SX,1018224,2022,925000,Diesel,Manual,Karnal,Grey,Second,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Celerio ZXi [2019-2020],477540,2009,25000,Petrol,Automatic,Muzaffurpur,Silver,First,Dealer,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Wagon R LXi,372540,2015,55000,Petrol,Manual,Hyderabad,Yellow,First,Corporate,998 cc,68@6200,90@3500,,3539.0,1475.0,1700.0,5.0,35.0
Chevrolet,Captiva LTZ AWD AT,496086,2021,74000,Diesel,Automatic,Mohali,Black,Second,Dealer,1991 cc,150@4000,320@2000,,4660.0,1870.0,1755.0,7.0,65.0
Hyundai,Accent Executive,432455,2018,41273,Petrol,Automatic,Mumbai,Yellow,First,Corporate,1495 cc,94 bhp @ 5500 rpm,125 Nm @ 3500 rpm,FWD,4250.0,1670.0,1370.0,5.0,45.0
Maruti Suzuki,Ertiga VDI SHVS,720182,2011,88000,Diesel,Manual,Mohali,Green,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Wagon R LXI ABS,360642,2015,49857,Petrol,Manual,Faridabad,Red,Second,Dealer,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,Swift LXi,637212,2005,6000,Petrol,Automatic,Delhi,Red,First,Dealer,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845.0,1735.0,1530.0,5.0,37.0
Hyundai,i20 Asta 1.4 CRDI,433696,2016,76148,Diesel,Manual,Hyderabad,Grey,First,Individual,1396 cc,90@4000,220@1750,,3940.0,1710.0,1505.0,5.0,45.0
Hyundai,Creta SX 1.6 CRDi (O),992665,2003,68000,Diesel,Manual,Kanpur,Brown,Third,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,i20 Asta 1.4 CRDI,459184,2000,76148,Diesel,Manual,Hyderabad,Yellow,Second,Individual,1396 cc,90@4000,220@1750,,3940.0,1710.0,1505.0,5.0,45.0
Ssangyong,Rexton RX7,1047807,2006,72000,Diesel,Manual,Bangalore,Green,Second,Dealer,2696 cc,184 bhp @ 4000 rpm,402 Nm @ 3000 rpm,AWD,4755.0,1900.0,1785.0,7.0,78.0
Maruti Suzuki,Vitara Brezza ZDi Plus,996784,2016,71000,Diesel,Manual,Udupi,Blue,Second,Corporate,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,Elite i20 Sportz 1.2 IVT,880528,2010,25000,Petrol,Manual,Mumbai,Green,Third,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
Maruti Suzuki,Grand Vitara 2015 2.0 AT,341718,2000,92000,Petrol,Manual,Mohali,White,Third,Corporate,1995 cc,120@5500,170@3500,AWD,4470.0,1810.0,1695.0,5.0,66.0
Hyundai,Verna Fluidic 1.6 CRDi SX,560724,2001,86000,Diesel,Manual,Lucknow,Grey,First,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1793321,2021,17000,Petrol,Manual,Delhi,Silver,Second,Dealer,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,Vitara Brezza ZDi,917574,2020,54572,Diesel,Automatic,Jaipur,Green,Second,Corporate,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Mahindra,Scorpio S2,925061,2009,41000,Diesel,Manual,Patna,Silver,Third,Corporate,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0
Mahindra,XUV700 AX 7 Petrol AT Luxury Pack 7 STR,2647338,2018,75,Petrol,Automatic,Delhi,Grey,Third,Corporate,1997 cc,197 bhp @ 5000 rpm,380 Nm @ 1750 rpm,FWD,4695.0,1890.0,1755.0,7.0,60.0
Tata,Nexon XZ Plus Dark Edition,1007192,2012,1500,Petrol,Automatic,Kolkata,Blue,Third,Dealer,1199 cc,118 bhp @ 5500 rpm,170 Nm @ 1750 rpm,FWD,3993.0,1811.0,1606.0,5.0,44.0
Hyundai,Elite i20 Asta 1.4 (O) CRDi,534307,2006,75210,Diesel,Manual,Ahmedabad,Blue,Second,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
Hyundai,Venue SX 1.0 Turbo iMT,1079087,2020,10700,Petrol,Manual,Jaipur,White,Third,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Hyundai,Elite i20 Magna Executive 1.2,541312,2008,48000,Petrol,Manual,Delhi,White,Third,Dealer,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
Maruti Suzuki,Alto LXi BS-III,160373,2008,65000,Petrol,Automatic,Lucknow,Red,Third,Dealer,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Renault,Kwid RXT [2015-2019],311083,2005,15507,Petrol,Manual,Thane,Blue,Third,Dealer,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Mahindra,XUV500 W10,1053534,2008,138000,Diesel,Manual,Bangalore,Yellow,Third,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],338556,2021,26807,Petrol,Manual,Mumbai,Brown,First,Dealer,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Jaguar,XF 3.0 V6 Premium Luxury,1790718,2004,66000,Diesel,Manual,Mumbai,White,First,Corporate,,,,,,,,,
Toyota,Innova 2.5 GX BS IV 8 STR,968302,2021,125000,Diesel,Automatic,Mumbai,Red,Third,Corporate,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585.0,1765.0,1760.0,8.0,55.0
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1107084,2000,16282,Petrol,Manual,Pune,White,First,Dealer,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
Mitsubishi,Pajero SFX 2.8,589254,2020,40000,Diesel,Manual,Mirzapur,White,First,Corporate,2835 cc,118 bhp @ 4000 rpm,292 Nm @ 2000 rpm,AWD,4755.0,1775.0,1900.0,5.0,92.0
Land Rover,Evoque HSE Dynamic,3942920,2012,25500,Diesel,Automatic,Pune,Red,Third,Dealer,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360.0,2120.0,1635.0,5.0,57.0
Volvo,S90 Momentum D4 [2018-2020],4457486,2023,20000,Diesel,Manual,Delhi,Silver,First,Dealer,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963.0,1879.0,1443.0,5.0,55.0
Tata,Harrier XZA Plus,2481197,2005,38000,Diesel,Manual,Mumbai,White,First,Dealer,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
Hyundai,Elite i20 Asta 1.2,546046,2003,61900,Petrol,Manual,Gurgaon,Silver,Second,Dealer,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,Ciaz VDi SHVS,637038,2006,51330,Diesel,Manual,Mumbai,Green,Second,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,466109,2011,47000,Petrol,Manual,Delhi,White,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Toyota,Innova 2.5 GX BS IV 8 STR,974649,2004,125000,Diesel,Manual,Mumbai,White,Second,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585.0,1765.0,1760.0,8.0,55.0
Mahindra,Thar CRDe 4x4 Non AC,501428,2014,85000,Diesel,Automatic,Ambala Cantt,Red,First,Corporate,2498 cc,105@3800,247@1800,AWD,3920.0,1710.0,1930.0,7.0,60.0
Maruti Suzuki,Wagon R LXi LPG,291983,2021,42000,LPG,Manual,Bhopal,Silver,Third,Corporate,998 cc,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD,3595.0,1475.0,1700.0,5.0,28.0
Audi,A6 2.0 TFSi Technology Pack,7411308,2016,20000,Petrol,Automatic,Bangalore,Blue,First,Corporate,1984 cc,180 bhp @ 4000 rpm,320 Nm @ 1500 rpm,FWD,4915.0,1874.0,1455.0,5.0,75.0
Audi,A4 2.0 TDI (177bhp) Premium,1395960,2001,62000,Diesel,Manual,Chennai,Blue,Third,Corporate,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Hyundai,Elite i20 Asta 1.2,526103,2012,68397,Petrol,Manual,Patna,Green,Second,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Creta SX 1.6 AT Petrol,1232403,2001,30000,Petrol,Automatic,Delhi,Blue,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,City V,689883,2014,51834,Petrol,Manual,Bangalore,Yellow,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,GLA 200 CDI Sport,2331467,2020,25000,Diesel,Automatic,Mumbai,Brown,Second,Dealer,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,Ciaz Delta 1.4 MT,713265,2011,57000,Petrol,Automatic,Delhi,Silver,Second,Dealer,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Wagon R VXi 1.2,579237,2012,19000,Petrol,Automatic,Varanasi,Silver,Third,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655.0,1620.0,1675.0,5.0,32.0
Audi,A6 Technology 45 TFSI,5630568,2007,7935,Petrol,Manual,Surat,Brown,Second,Individual,1984 cc,241 bhp @ 5000 rpm,370 Nm @ 1600 rpm,FWD,4939.0,1886.0,1457.0,5.0,73.0
Maruti Suzuki,SX4 VXi,303017,2018,118000,Petrol,Manual,Pune,Brown,Third,Corporate,1586 cc,102@5500,145@4200,,4490.0,1735.0,1560.0,5.0,50.0
Audi,Q5 40 TDI Premium Plus,4873928,2006,18000,Diesel,Manual,Delhi,White,First,Individual,1968 cc,188 bhp @ 3800 rpm,400 Nm @ 1750 rpm,AWD,4663.0,1893.0,1659.0,5.0,70.0
Maruti Suzuki,Ciaz ZXI+,606073,2014,60798,Petrol,Manual,Mumbai,Grey,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],686513,2002,52000,Diesel,Manual,Delhi,Black,Third,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Audi,Q3 2.0 TDI quattro Premium Plus,1531570,2020,117000,Diesel,Manual,Chennai,Yellow,First,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Audi,Q5 2.0 TDI quattro Premium,1610888,2019,78000,Diesel,Manual,Ahmedabad,Brown,Third,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629.0,1898.0,1653.0,5.0,75.0
Honda,CR-V 2.4 AT,846279,2017,67000,Petrol,Automatic,Mumbai,Black,First,Individual,,,,,,,,,
Hyundai,Venue SX Plus 1.0 Turbo DCT,1143721,2002,26200,Petrol,Automatic,Delhi,Grey,Second,Dealer,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Toyota,Fortuner 3.0 4x2 MT,1416873,2010,83000,Diesel,Automatic,Jalandhar,White,Second,Corporate,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
Volkswagen,Vento Trendline Diesel,341412,2012,80000,Diesel,Automatic,Chandigarh,Brown,First,Corporate,,,,,,,,,
Mahindra,XUV500 W8 AWD,847332,2019,47531,Diesel,Manual,Bangalore,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585.0,1890.0,1785.0,7.0,70.0
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],1773619,2014,21000,Diesel,Automatic,Delhi,Grey,Second,Dealer,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2652662,2005,69500,Diesel,Manual,Delhi,Black,Third,Dealer,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Toyota,Etios V,266390,2001,66000,Petrol,Automatic,Delhi,Blue,Third,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
Porsche,Panamera 3.0 Diesel,6448414,2014,20500,Diesel,Automatic,Delhi,Brown,First,Individual,,,,,,,,,
Maruti Suzuki,Celerio VXi AMT,379698,2019,35000,Petrol,Manual,Delhi,Grey,Second,Dealer,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Renault,Pulse RxL ABS Diesel [2015-2017],316222,2006,6000,Diesel,Manual,Kolkata,Grey,Second,Individual,1461 cc,63 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,3805.0,1665.0,1525.0,5.0,41.0
Hyundai,i10 Magna,183589,2007,65000,Petrol,Manual,Jamshedpur,White,Second,Corporate,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0
Hyundai,Creta SX 1.4 Turbo 7 DCT,1821354,2009,1300,Petrol,Manual,Delhi,Yellow,Second,Dealer,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
Honda,City S Diesel,549255,2008,61000,Diesel,Manual,Ranchi,Green,Third,Dealer,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,Scorpio S2,1013444,2003,42000,Diesel,Automatic,Patna,Silver,Third,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0
Hyundai,Venue SX 1.4 CRDi,1280939,2008,37556,Diesel,Automatic,Nashik,Grey,First,Corporate,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Swift VDi,624514,2015,86000,Diesel,Manual,Coimbatore,Yellow,Second,Corporate,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mercedes-Benz,GLE 250 d,4442665,2019,102000,Diesel,Manual,Patna,Black,Third,Dealer,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Audi,Q7 3.0 TDI quattro Premium,3379632,2003,25000,Diesel,Automatic,Chennai,Red,First,Dealer,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,6.0,100.0
Ford,Endeavour Titanium 2.0 4x2 AT,4014432,2013,9400,Diesel,Manual,Delhi,White,Second,Corporate,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903.0,1869.0,1837.0,7.0,80.0
Fiat,Linea Emotion 1.4,221344,2013,54000,Petrol,Automatic,Nashik,Green,First,Dealer,1368 cc,90@6000,115@4500,,4560.0,1730.0,1487.0,5.0,45.0
Hyundai,Verna Fluidic 1.6 CRDi SX,419234,2007,70000,Diesel,Manual,Jalandhar,Brown,First,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mahindra,Scorpio S5 2WD 7 STR,1190219,2017,35000,Diesel,Automatic,Patna,Brown,Third,Dealer,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Tata,Safari 2.2 EX 4x2,409004,2021,96000,Diesel,Manual,Ambala Cantt,White,First,Dealer,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4319818,2014,8000,Diesel,Automatic,Delhi,Brown,First,Dealer,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,Santro GL (CNG),199873,2017,57000,CNG,Manual,Kanpur,Red,Second,Corporate,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565.0,1525.0,1590.0,5.0,35.0
Maruti Suzuki,Wagon R LXi 1.0 CNG,619680,2009,15000,CNG,Automatic,Pune,Brown,Third,Corporate,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655.0,1620.0,1675.0,5.0,60.0
Maruti Suzuki,Alto 800 Vxi,305446,2020,47800,Petrol,Automatic,Dharwad,Blue,Second,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,Elite i20 Asta 1.2 (O) [2016],711788,2017,17268,Petrol,Automatic,Nashik,Blue,Second,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Volvo,V40 D3 R-Design,1572645,2006,50000,Diesel,Manual,Coimbatore,Blue,First,Dealer,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
